00918|00501|NY|4|5|2
00918|00544|NY|4|5|2
00918|00601|PR|1|2
00918|00602|PR|1|2
00918|00603|PR|1|2
00918|00604|PR|1|2
00918|00605|PR|1|2
00918|00606|PR|1|2
00918|00610|PR|1|2
00918|00611|PR|1|2
00918|00612|PR|1|2
00918|00613|PR|1|2
00918|00614|PR|1|2
00918|00616|PR|1|2
00918|00617|PR|1|2
00918|00622|PR|1|2
00918|00623|PR|1|2
00918|00624|PR|1|2
00918|00627|PR|1|2
00918|00631|PR|1|2
00918|00636|PR|1|2
00918|00637|PR|1|2
00918|00638|PR|1|2
00918|00641|PR|1|2
00918|00646|PR|1|2
00918|00647|PR|1|2
00918|00650|PR|1|2
00918|00652|PR|1|2
00918|00653|PR|1|2
00918|00656|PR|1|2
00918|00659|PR|1|2
00918|00660|PR|1|2
00918|00662|PR|1|2
00918|00664|PR|1|2
00918|00667|PR|1|2
00918|00669|PR|1|2
00918|00670|PR|1|2
00918|00674|PR|1|2
00918|00676|PR|1|2
00918|00677|PR|1|2
00918|00678|PR|1|2
00918|00680|PR|1|2
00918|00681|PR|1|2
00918|00682|PR|1|2
00918|00683|PR|1|2
00918|00685|PR|1|2
00918|00687|PR|1|2
00918|00688|PR|1|2
00918|00690|PR|1|2
00918|00692|PR|1|2
00918|00693|PR|1|2
00918|00694|PR|1|2
00918|00698|PR|1|2
00918|00703|PR|1|2
00918|00704|PR|1|2
00918|00705|PR|1|2
00918|00707|PR|1|2
00918|00714|PR|1|2
00918|00715|PR|1|2
00918|00716|PR|1|2
00918|00717|PR|1|2
00918|00718|PR|1|2
00918|00719|PR|1|2
00918|00720|PR|1|2
00918|00721|PR|1|2
00918|00723|PR|1|2
00918|00725|PR|1|2
00918|00726|PR|1|2
00918|00727|PR|1|2
00918|00728|PR|1|2
00918|00729|PR|1|2
00918|00730|PR|1|2
00918|00731|PR|1|2
00918|00732|PR|1|2
00918|00733|PR|1|2
00918|00734|PR|1|2
00918|00735|PR|1|2
00918|00736|PR|1|2
00918|00737|PR|1|2
00918|00738|PR|1|2
00918|00739|PR|1|2
00918|00740|PR|1|2
00918|00741|PR|1|2
00918|00742|PR|1|2
00918|00744|PR|1|2
00918|00745|PR|1|2
00918|00751|PR|1|2
00918|00754|PR|1|2
00918|00757|PR|1|2
00918|00765|PR|1|2
00918|00766|PR|1|2
00918|00767|PR|1|2
00918|00769|PR|1|2
00918|00771|PR|1|2
00918|00772|PR|1|2
00918|00773|PR|1|2
00918|00775|PR|1|2
00918|00777|PR|1|2
00918|00778|PR|1|2
00918|00780|PR|1|2
00918|00782|PR|1|2
00918|00783|PR|1|2
00918|00784|PR|1|2
00918|00785|PR|1|2
00918|00786|PR|1|2
00918|00791|PR|1|2
00918|00792|PR|1|2
00918|00794|PR|1|2
00918|00795|PR|1|2
00918|00901|PR|1|2
00918|00902|PR|1|2
00918|00906|PR|1|2
00918|00907|PR|1|2
00918|00908|PR|1|2
00918|00909|PR|1|2
00918|00910|PR|1|2
00918|00911|PR|1|2
00918|00912|PR|1|2
00918|00913|PR|1|2
00918|00914|PR|1|2
00918|00915|PR|1|2
00918|00916|PR|1|2
00918|00917|PR|1|2
00918|00918|PR|1|2
00918|00919|PR|1|2
00918|00920|PR|1|2
00918|00921|PR|1|2
00918|00922|PR|1|2
00918|00923|PR|1|2
00918|00924|PR|1|2
00918|00925|PR|1|2
00918|00926|PR|1|2
00918|00927|PR|1|2
00918|00928|PR|1|2
00918|00929|PR|1|2
00918|00930|PR|1|2
00918|00931|PR|1|2
00918|00933|PR|1|2
00918|00934|PR|1|2
00918|00935|PR|1|2
00918|00936|PR|1|2
00918|00937|PR|1|2
00918|00939|PR|1|2
00918|00940|PR|1|2
00918|00949|PR|1|2
00918|00950|PR|1|2
00918|00951|PR|1|2
00918|00952|PR|1|2
00918|00953|PR|1|2
00918|00954|PR|1|2
00918|00955|PR|1|2
00918|00956|PR|1|2
00918|00957|PR|1|2
00918|00958|PR|1|2
00918|00959|PR|1|2
00918|00960|PR|1|2
00918|00961|PR|1|2
00918|00962|PR|1|2
00918|00963|PR|1|2
00918|00965|PR|1|2
00918|00966|PR|1|2
00918|00968|PR|1|2
00918|00969|PR|1|2
00918|00970|PR|1|2
00918|00971|PR|1|2
00918|00975|PR|1|2
00918|00976|PR|1|2
00918|00977|PR|1|2
00918|00978|PR|1|2
00918|00979|PR|1|2
00918|00981|PR|1|2
00918|00982|PR|1|2
00918|00983|PR|1|2
00918|00984|PR|1|2
00918|00985|PR|1|2
00918|00986|PR|1|2
00918|00987|PR|1|2
00918|00988|PR|1|2
00918|01001|MA|5|6|2
00918|01002|MA|5|6|2
00918|01003|MA|5|6|2
00918|01004|MA|5|6|2
00918|01005|MA|5|6|2
00918|01007|MA|5|6|2
00918|01008|MA|5|6|2
00918|01009|MA|5|6|2
00918|01010|MA|5|6|2
00918|01011|MA|5|6|2
00918|01012|MA|5|6|2
00918|01013|MA|5|6|2
00918|01014|MA|5|6|2
00918|01020|MA|5|6|2
00918|01021|MA|5|6|2
00918|01022|MA|5|6|2
00918|01026|MA|5|6|2
00918|01027|MA|5|6|2
00918|01028|MA|5|6|2
00918|01029|MA|5|6|2
00918|01030|MA|5|6|2
00918|01031|MA|5|6|2
00918|01032|MA|5|6|2
00918|01033|MA|5|6|2
00918|01034|MA|5|6|2
00918|01035|MA|5|6|2
00918|01036|MA|5|6|2
00918|01037|MA|5|6|2
00918|01038|MA|5|6|2
00918|01039|MA|5|6|2
00918|01040|MA|5|6|2
00918|01041|MA|5|6|2
00918|01050|MA|5|6|2
00918|01053|MA|5|6|2
00918|01054|MA|5|6|2
00918|01056|MA|5|6|2
00918|01057|MA|5|6|2
00918|01059|MA|5|6|2
00918|01060|MA|5|6|2
00918|01061|MA|5|6|2
00918|01062|MA|5|6|2
00918|01063|MA|5|6|2
00918|01066|MA|5|6|2
00918|01068|MA|5|6|2
00918|01069|MA|5|6|2
00918|01070|MA|5|6|2
00918|01071|MA|5|6|2
00918|01072|MA|5|6|2
00918|01073|MA|5|6|2
