90230|00501|NY|4|5|8
90230|00544|NY|4|5|8
90230|00601|PR|6|7|45
90230|00602|PR|6|7|45
90230|00603|PR|6|7|45
90230|00604|PR|6|7|45
90230|00605|PR|6|7|45
90230|00606|PR|6|7|45
90230|00610|PR|6|7|45
90230|00611|PR|6|7|45
90230|00612|PR|6|7|45
90230|00613|PR|6|7|45
90230|00614|PR|6|7|45
90230|00616|PR|6|7|45
90230|00617|PR|6|7|45
90230|00622|PR|6|7|45
90230|00623|PR|6|7|45
90230|00624|PR|6|7|45
90230|00627|PR|6|7|45
90230|00631|PR|6|7|45
90230|00636|PR|6|7|45
90230|00637|PR|6|7|45
90230|00638|PR|6|7|45
90230|00641|PR|6|7|45
90230|00646|PR|6|7|45
90230|00647|PR|6|7|45
90230|00650|PR|6|7|45
90230|00652|PR|6|7|45
90230|00653|PR|6|7|45
90230|00656|PR|6|7|45
90230|00659|PR|6|7|45
90230|00660|PR|6|7|45
90230|00662|PR|6|7|45
90230|00664|PR|6|7|45
90230|00667|PR|6|7|45
90230|00669|PR|6|7|45
90230|00670|PR|6|7|45
90230|00674|PR|6|7|45
90230|00676|PR|6|7|45
90230|00677|PR|6|7|45
90230|00678|PR|6|7|45
90230|00680|PR|6|7|45
90230|00681|PR|6|7|45
90230|00682|PR|6|7|45
90230|00683|PR|6|7|45
90230|00685|PR|6|7|45
90230|00687|PR|6|7|45
90230|00688|PR|6|7|45
90230|00690|PR|6|7|45
90230|00692|PR|6|7|45
90230|00693|PR|6|7|45
90230|00694|PR|6|7|45
90230|00698|PR|6|7|45
90230|00703|PR|6|7|45
90230|00704|PR|6|7|45
90230|00705|PR|6|7|45
90230|00707|PR|6|7|45
90230|00714|PR|6|7|45
90230|00715|PR|6|7|45
90230|00716|PR|6|7|45
90230|00717|PR|6|7|45
90230|00718|PR|6|7|45
90230|00719|PR|6|7|45
90230|00720|PR|6|7|45
90230|00721|PR|6|7|45
90230|00723|PR|6|7|45
90230|00725|PR|6|7|45
90230|00726|PR|6|7|45
90230|00727|PR|6|7|45
90230|00728|PR|6|7|45
90230|00729|PR|6|7|45
90230|00730|PR|6|7|45
90230|00731|PR|6|7|45
90230|00732|PR|6|7|45
90230|00733|PR|6|7|45
90230|00734|PR|6|7|45
90230|00735|PR|6|7|45
90230|00736|PR|6|7|45
90230|00737|PR|6|7|45
90230|00738|PR|6|7|45
90230|00739|PR|6|7|45
90230|00740|PR|6|7|45
90230|00741|PR|6|7|45
90230|00742|PR|6|7|45
90230|00744|PR|6|7|45
90230|00745|PR|6|7|45
90230|00751|PR|6|7|45
90230|00754|PR|6|7|45
90230|00757|PR|6|7|45
90230|00765|PR|6|7|45
90230|00766|PR|6|7|45
90230|00767|PR|6|7|45
90230|00769|PR|6|7|45
90230|00771|PR|6|7|45
90230|00772|PR|6|7|45
90230|00773|PR|6|7|45
90230|00775|PR|6|7|45
90230|00777|PR|6|7|45
90230|00778|PR|6|7|45
90230|00780|PR|6|7|45
90230|00782|PR|6|7|45
90230|00783|PR|6|7|45
90230|00784|PR|6|7|45
90230|00785|PR|6|7|45
90230|00786|PR|6|7|45
90230|00791|PR|6|7|45
90230|00792|PR|6|7|45
90230|00794|PR|6|7|45
90230|00795|PR|6|7|45
90230|00901|PR|6|7|45
90230|00902|PR|6|7|45
90230|00906|PR|6|7|45
90230|00907|PR|6|7|45
90230|00908|PR|6|7|45
90230|00909|PR|6|7|45
90230|00910|PR|6|7|45
90230|00911|PR|6|7|45
90230|00912|PR|6|7|45
90230|00913|PR|6|7|45
90230|00914|PR|6|7|45
90230|00915|PR|6|7|45
90230|00916|PR|6|7|45
90230|00917|PR|6|7|45
90230|00918|PR|6|7|45
90230|00919|PR|6|7|45
90230|00920|PR|6|7|45
90230|00921|PR|6|7|45
90230|00922|PR|6|7|45
90230|00923|PR|6|7|45
90230|00924|PR|6|7|45
90230|00925|PR|6|7|45
90230|00926|PR|6|7|45
90230|00927|PR|6|7|45
90230|00928|PR|6|7|45
90230|00929|PR|6|7|45
90230|00930|PR|6|7|45
90230|00931|PR|6|7|45
90230|00933|PR|6|7|45
90230|00934|PR|6|7|45
90230|00935|PR|6|7|45
90230|00936|PR|6|7|45
90230|00937|PR|6|7|45
90230|00939|PR|6|7|45
90230|00940|PR|6|7|45
90230|00949|PR|6|7|45
90230|00950|PR|6|7|45
90230|00951|PR|6|7|45
90230|00952|PR|6|7|45
90230|00953|PR|6|7|45
90230|00954|PR|6|7|45
90230|00955|PR|6|7|45
90230|00956|PR|6|7|45
90230|00957|PR|6|7|45
90230|00958|PR|6|7|45
90230|00959|PR|6|7|45
90230|00960|PR|6|7|45
90230|00961|PR|6|7|45
90230|00962|PR|6|7|45
90230|00963|PR|6|7|45
90230|00965|PR|6|7|45
90230|00966|PR|6|7|45
90230|00968|PR|6|7|45
90230|00969|PR|6|7|45
90230|00970|PR|6|7|45
90230|00971|PR|6|7|45
90230|00975|PR|6|7|45
90230|00976|PR|6|7|45
90230|00977|PR|6|7|45
90230|00978|PR|6|7|45
90230|00979|PR|6|7|45
90230|00981|PR|6|7|45
90230|00982|PR|6|7|45
90230|00983|PR|6|7|45
90230|00984|PR|6|7|45
90230|00985|PR|6|7|45
