19064|11001|NY|1|2|2|Y|Y
19064|11002|NY|1|2|2|Y|Y
19064|11003|NY|1|2|2|Y|Y
19064|11004|NY|1|2|2|Y|Y
19064|11005|NY|1|2|2|Y|Y
19064|11010|NY|1|2|2|Y|Y
19064|11020|NY|1|2|2|Y|Y
19064|11021|NY|1|2|2|Y|Y
19064|11022|NY|1|2|2|Y|Y
19064|11023|NY|1|2|2|Y|Y
19064|11024|NY|1|2|2|Y|Y
19064|11026|NY|1|2|2|Y|Y
19064|11027|NY|1|2|2|Y|Y
19064|11030|NY|1|2|2|Y|Y
19064|11040|NY|1|2|2|Y|Y
19064|11042|NY|1|2|2|Y|Y
19064|11050|NY|1|2|2|Y|Y
19064|11051|NY|1|2|2|Y|Y
19064|11052|NY|1|2|2|Y|Y
19064|11053|NY|1|2|2|Y|Y
19064|11054|NY|1|2|2|Y|Y
19064|11055|NY|1|2|2|Y|Y
19064|11096|NY|1|2|2|Y|Y
19064|11101|NY|1|2|2|Y|Y
19064|11102|NY|1|2|2|Y|Y
19064|11103|NY|1|2|2|Y|Y
19064|11104|NY|1|2|2|Y|Y
19064|11105|NY|1|2|2|Y|Y
19064|11106|NY|1|2|2|Y|Y
19064|11109|NY|1|2|2|Y|Y
19064|11120|NY|1|2|2|Y|Y
19064|11201|NY|1|2|2|Y|Y
19064|11202|NY|1|2|2|Y|Y
19064|11203|NY|1|2|2|Y|Y
19064|11204|NY|1|2|2|Y|Y
19064|11205|NY|1|2|2|Y|Y
19064|11206|NY|1|2|2|Y|Y
19064|11207|NY|1|2|2|Y|Y
19064|11208|NY|1|2|2|Y|Y
19064|11209|NY|1|2|2|Y|Y
19064|11210|NY|1|2|2|Y|Y
19064|11211|NY|1|2|2|Y|Y
19064|11212|NY|1|2|2|Y|Y
19064|11213|NY|1|2|2|Y|Y
19064|11214|NY|1|2|2|Y|Y
19064|11215|NY|1|2|2|Y|Y
19064|11216|NY|1|2|2|Y|Y
19064|11217|NY|1|2|2|Y|Y
19064|11218|NY|1|2|2|Y|Y
19064|11219|NY|1|2|2|Y|Y
19064|11220|NY|1|2|2|Y|Y
19064|11221|NY|1|2|2|Y|Y
19064|11222|NY|1|2|2|Y|Y
19064|11223|NY|1|2|2|Y|Y
19064|11224|NY|1|2|2|Y|Y
19064|11225|NY|1|2|2|Y|Y
19064|11226|NY|1|2|2|Y|Y
19064|11228|NY|1|2|2|Y|Y
19064|11229|NY|1|2|2|Y|Y
19064|11230|NY|1|2|2|Y|Y
19064|11231|NY|1|2|2|Y|Y
19064|11232|NY|1|2|2|Y|Y
19064|11233|NY|1|2|2|Y|Y
19064|11234|NY|1|2|2|Y|Y
19064|11235|NY|1|2|2|Y|Y
19064|11236|NY|1|2|2|Y|Y
19064|11237|NY|1|2|2|Y|Y
19064|11238|NY|1|2|2|Y|Y
19064|11239|NY|1|2|2|Y|Y
19064|11241|NY|1|2|2|Y|Y
19064|11242|NY|1|2|2|Y|Y
19064|11243|NY|1|2|2|Y|Y
19064|11245|NY|1|2|2|Y|Y
19064|11247|NY|1|2|2|Y|Y
19064|11249|NY|1|2|2|Y|Y
19064|11251|NY|1|2|2|Y|Y
19064|11252|NY|1|2|2|Y|Y
19064|11256|NY|1|2|2|Y|Y
19064|11351|NY|1|2|2|Y|Y
19064|11352|NY|1|2|2|Y|Y
19064|11354|NY|1|2|2|Y|Y
19064|11355|NY|1|2|2|Y|Y
19064|11356|NY|1|2|2|Y|Y
19064|11357|NY|1|2|2|Y|Y
19064|11358|NY|1|2|2|Y|Y
19064|11359|NY|1|2|2|Y|Y
19064|11360|NY|1|2|2|Y|Y
19064|11361|NY|1|2|2|Y|Y
19064|11362|NY|1|2|2|Y|Y
19064|11363|NY|1|2|2|Y|Y
19064|11364|NY|1|2|2|Y|Y
19064|11365|NY|1|2|2|Y|Y
19064|11366|NY|1|2|2|Y|Y
19064|11367|NY|1|2|2|Y|Y
19064|11368|NY|1|2|2|Y|Y
19064|11369|NY|1|2|2|Y|Y
19064|11370|NY|1|2|2|Y|Y
19064|11371|NY|1|2|2|Y|Y
19064|11372|NY|1|2|2|Y|Y
19064|11373|NY|1|2|2|Y|Y
19064|11374|NY|1|2|2|Y|Y
19064|11375|NY|1|2|2|Y|Y
19064|11377|NY|1|2|2|Y|Y
19064|11378|NY|1|2|2|Y|Y
19064|11379|NY|1|2|2|Y|Y
19064|11380|NY|1|2|2|Y|Y
19064|11385|NY|1|2|2|Y|Y
19064|11386|NY|1|2|2|Y|Y
19064|11405|NY|1|2|2|Y|Y
19064|11411|NY|1|2|2|Y|Y
19064|11412|NY|1|2|2|Y|Y
19064|11413|NY|1|2|2|Y|Y
19064|11414|NY|1|2|2|Y|Y
19064|11415|NY|1|2|2|Y|Y
19064|11416|NY|1|2|2|Y|Y
19064|11417|NY|1|2|2|Y|Y
19064|11418|NY|1|2|2|Y|Y
19064|11419|NY|1|2|2|Y|Y
19064|11420|NY|1|2|2|Y|Y
19064|11421|NY|1|2|2|Y|Y
19064|11422|NY|1|2|2|Y|Y
19064|11423|NY|1|2|2|Y|Y
19064|11424|NY|1|2|2|Y|Y
19064|11425|NY|1|2|2|Y|Y
19064|11426|NY|1|2|2|Y|Y
19064|11427|NY|1|2|2|Y|Y
19064|11428|NY|1|2|2|Y|Y
19064|11429|NY|1|2|2|Y|Y
19064|11430|NY|1|2|2|Y|Y
19064|11431|NY|1|2|2|Y|Y
19064|11432|NY|1|2|2|Y|Y
19064|11433|NY|1|2|2|Y|Y
19064|11434|NY|1|2|2|Y|Y
19064|11435|NY|1|2|2|Y|Y
19064|11436|NY|1|2|2|Y|Y
19064|11437|NY|1|2|2|Y|Y
19064|11439|NY|1|2|2|Y|Y
19064|11451|NY|1|2|2|Y|Y
19064|11499|NY|1|2|2|Y|Y
19064|11501|NY|1|2|2|Y|Y
19064|11507|NY|1|2|2|Y|Y
19064|11509|NY|1|2|2|Y|Y
19064|11510|NY|1|2|2|Y|Y
19064|11514|NY|1|2|2|Y|Y
19064|11516|NY|1|2|2|Y|Y
19064|11518|NY|1|2|2|Y|Y
19064|11520|NY|1|2|2|Y|Y
19064|11530|NY|1|2|2|Y|Y
19064|11531|NY|1|2|2|Y|Y
19064|11542|NY|1|2|2|Y|Y
19064|11545|NY|1|2|2|Y|Y
19064|11547|NY|1|2|2|Y|Y
19064|11548|NY|1|2|2|Y|Y
19064|11549|NY|1|2|2|Y|Y
19064|11550|NY|1|2|2|Y|Y
19064|11551|NY|1|2|2|Y|Y
19064|11552|NY|1|2|2|Y|Y
19064|11553|NY|1|2|2|Y|Y
19064|11554|NY|1|2|2|Y|Y
19064|11555|NY|1|2|2|Y|Y
19064|11556|NY|1|2|2|Y|Y
19064|11557|NY|1|2|2|Y|Y
19064|11558|NY|1|2|2|Y|Y
19064|11559|NY|1|2|2|Y|Y
19064|11560|NY|1|2|2|Y|Y
19064|11561|NY|1|2|2|Y|Y
19064|11563|NY|1|2|2|Y|Y
19064|11565|NY|1|2|2|Y|Y
19064|11566|NY|1|2|2|Y|Y
19064|11568|NY|1|2|2|Y|Y
19064|11569|NY|1|2|2|Y|Y
19064|11570|NY|1|2|2|Y|Y
19064|11571|NY|1|2|2|Y|Y
19064|11572|NY|1|2|2|Y|Y
19064|11575|NY|1|2|2|Y|Y
19064|11576|NY|1|2|2|Y|Y
19064|11577|NY|1|2|2|Y|Y
19064|11579|NY|1|2|2|Y|Y
19064|11580|NY|1|2|2|Y|Y
19064|11581|NY|1|2|2|Y|Y
19064|11582|NY|1|2|2|Y|Y
19064|11590|NY|1|2|2|Y|Y
19064|11596|NY|1|2|2|Y|Y
19064|11598|NY|1|2|2|Y|Y
19064|11599|NY|1|2|2|Y|Y
19064|11690|NY|1|2|2|Y|Y
19064|11691|NY|1|2|2|Y|Y
19064|11692|NY|1|2|2|Y|Y
19064|11693|NY|1|2|2|Y|Y
19064|11694|NY|1|2|2|Y|Y
19064|11695|NY|1|2|2|Y|Y
19064|11697|NY|1|2|2|Y|Y
19064|11701|NY|1|2|2|Y|Y
19064|11702|NY|1|2|2|Y|Y
19064|11703|NY|1|2|2|Y|Y
19064|11704|NY|1|2|2|Y|Y
19064|11705|NY|1|2|2|Y|Y
19064|11706|NY|1|2|2|Y|Y
19064|11707|NY|1|2|2|Y|Y
19064|11709|NY|1|2|2|Y|Y
